tinyId,permissibleValue_str,permissibleValue_float,permissibleValue_str2,permissibleValue_int,valueMeaningDefinition_str,valueMeaningDefinition_float,valueMeaningDefinition_null,valueMeaningDefinition_str2,conceptId_str,conceptId_null,conceptSource_str,conceptSource_null,valueMeaningName_str,valueMeaningName_float,valueMeaningName_str2,valueMeaningName_int,valueMeaningName_null,codeSystemName_str,codeSystemName_null,valueMeaningCode_str,valueMeaningCode_float,valueMeaningCode_null,valueMeaningCode_int,codeSystemVersion_str,codeSystemVersion_float,codeSystemVersion_int
tbekNyZDb,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vd6UVix7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7ygUOqs2oe,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
mJtl889jhoe,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
7J9gLIcs3ox,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
XJ2lUI5s3ig,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
mJogUIqinsx,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
QHpohZV3kV,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
s0gF8dy8D,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71bBdcj3ox,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
q5jP1t7I5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1_b2Icjnsl,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
7keLnqjnjg,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
QypyXH01m,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XyOosKye7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717Sn9injx,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
FigwivT6m,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OzkN1i3iu,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7kflwcj3oe,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
XkZekP5ohjl,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
XJIl1v5o3oe,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
Xkulkw9j2jx,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA
XJClIsqo2ie,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
Xyl1hqs2ig,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
mkQJ35jnse,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
7yEJhqi2sg,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
7yWJ2qj2ix,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
QyJnqs3jg,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
Qk_xunqshil,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
mJCgc9j3sg,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
QkhJP5o2ie,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
mknhOqi3jl,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA
Qy9ZGPqi3ol,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
7kKU25jnsl,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
XJbHCPYT68,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJtgiYpa8,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1ZuxiKaaL,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1GUCwKT6I,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xklv0wK6pU,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7klKeotT6I,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XJbFliYa6L,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71dAPt6pL,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mkGteiK6TI,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7Jx5xjFTaI,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7yejliKTpL,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7Jx8APK66I,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XJZLCvFaTU,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myMcxoK6aL,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71ieiK6a8,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XJIRDKa6I,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1DRvYp6I,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7JWD0wFaa8,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XJgO0wt66L,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkcgjKTa8,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1_9eiKaTU,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XJ_oljtppU,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QyZxhs5j3ox,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
hzNWHeyY4Y,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QyylAc5i3ie,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
X1IgrK9onil,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,9,NA,9,NA,NA,NA,NA,NA,NA
X1laY5s2ox,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
_y1jQr62W,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y_bpQRJAek,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LnZWSTeEio,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0zCAsauXTD,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkXmwcinsl,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA
X1FQ99snix,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
7yTYIcohie,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
QyzR89jhsx,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,15,NA,15,NA,NA,NA,NA,NA,NA
XybRLqj3og,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,15,NA,15,NA,NA,NA,NA,NA,NA
mycNP9o3ox,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
X1VWV_cjhjl,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
JWq4lUqDCy,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QJloqshog,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
QJggAqcinog,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA
Xy42q5i3je,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
8iEXVwn75,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8ZGyAAvMNp,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71r0f2IHyD,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71pRzhUSJv,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7JFRz3IH1w,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8C5WiGMdu,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myZg799jnig,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
715gYDqi3sl,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
mkdlYDcinsl,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
QyWWmP9jhsg,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
7Jg_Qwco3se,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,16,NA,16,NA,NA,NA,NA,NA,NA
XJsgtw9o2ol,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
QkePqshjl,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
m1lev9j2jg,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
mkG7vqihjl,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
mkALDcsnie,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
QyPlJD5inoe,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
m1NxKL5j2ig,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
myxtKcinol,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,28,NA,28,NA,NA,NA,NA,NA,NA
OcCX_UbAu,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
ndA4Jh3d9q3,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7Jcnvcs3ox,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
mJHbMD5o3sx,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
mkuxxoqonse,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
71Cgsci3jl,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
QJllVYci2og,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
7J6xzi5onsg,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
m1_Ju9i3og,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
m1RNdqohje,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
L0nrZODYDJ,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qyjvvconoe,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
QkEgJ5ci3sx,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
Q1Lxs5j2ig,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
X17eoqjnoe,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA
71l0vqj2jx,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
Q1Av9ihjx,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
X1zei9i3je,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
X1U2iqi3sl,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
QyEAtcinjx,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
ALgchx7JF,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1qI5jnol,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
m1VxYD5onjx,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
mytJOqi3sl,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
XJ0eHwcj3ix,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
ZkE_zZnvB,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XyEDw5ihsx,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
7yKvP9o3og,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
XyrPqo3ie,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
7yxlnDqjhjg,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
Q1yWSK9s2oe,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,9,NA,9,NA,NA,NA,NA,NA,NA
Xk6grYqs2je,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,9,NA,9,NA,NA,NA,NA,NA,NA
Qky_Ej5i3oe,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
XJ_xVKqi2il,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
QJteVtqjnje,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
mJ1gB39onsl,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
71c23qi3sl,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
myin39s2il,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
X1Xx4t9snie,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
mySxd3cs2il,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
QkElr9qsnsl,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
Xyh_35i2se,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
m16neKJgQ,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7171YrCkX,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qyhn3cihoe,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
7kfeyuco3ol,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
mymx1d5inie,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
mJlblFJx7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1fxr95s3se,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
hYzXqK63h,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkDa1jPlm,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJZt35i3sl,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
X1umu9onjl,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
mJd_w5ihse,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
7yWe1u5shsg,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
7kSes4JeX,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJegB2qjnsg,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
Qk9Ec4kxm,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1voD9snig,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
m1AHEHCJm,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XkxbuSAJQ,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1MlVtqs2ix,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
X1gW4i5i2sx,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
71zW_n9ihie,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
XJn5qohjl,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
QkRu39snje,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
